ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
2023-11-01 00:29:36.893234761+00:00,2023-11-01 00:29:36.892937831+00:00,0,1,78460,T,A,0,80.83,1,0,17937,171044126,CLF4
2023-11-01 00:30:45.696294706+00:00,2023-11-01 00:30:45.695902345+00:00,0,1,78460,T,A,0,80.83,1,0,17364,171053155,CLF4
2023-11-01 00:31:04.705510816+00:00,2023-11-01 00:31:04.705214533+00:00,0,1,78460,T,B,0,80.84,1,0,17416,171055964,CLF4
2023-11-01 00:31:31.958790878+00:00,2023-11-01 00:31:31.958477793+00:00,0,1,78460,T,A,0,80.83,1,0,17079,171058077,CLF4
2023-11-01 00:32:21.960437356+00:00,2023-11-01 00:32:21.951887261+00:00,0,1,78460,T,A,0,80.83,1,0,17859,171065507,CLF4
2023-11-01 00:32:21.961920820+00:00,2023-11-01 00:32:21.960458213+00:00,0,1,78460,T,B,0,80.83,1,0,13814,171065600,CLF4
2023-11-01 00:34:55.591198805+00:00,2023-11-01 00:34:55.590612819+00:00,0,1,78460,T,B,0,80.82,1,0,19028,171080756,CLF4
2023-11-01 00:35:00.887285172+00:00,2023-11-01 00:35:00.887025767+00:00,0,1,78460,T,A,0,80.82,1,0,17047,171082065,CLF4
2023-11-01 00:35:28.548488804+00:00,2023-11-01 00:35:28.540030601+00:00,0,1,78460,T,B,0,80.84,1,0,14740,171086975,CLF4
2023-11-01 00:35:33.977041264+00:00,2023-11-01 00:35:33.976751701+00:00,0,1,78460,T,B,0,80.84,1,0,17614,171088969,CLF4
2023-11-01 00:36:16.593743436+00:00,2023-11-01 00:36:16.584854129+00:00,0,1,78460,T,B,0,80.86,1,0,15568,171097141,CLF4
2023-11-01 00:36:31.982283314+00:00,2023-11-01 00:36:31.981987323+00:00,0,1,78460,T,A,0,80.86,1,0,17239,171098759,CLF4
2023-11-01 00:37:47.372307428+00:00,2023-11-01 00:37:47.372072447+00:00,0,1,78460,T,B,0,80.83,1,0,17042,171107386,CLF4
2023-11-01 00:37:52.204098473+00:00,2023-11-01 00:37:52.203810539+00:00,0,1,78460,T,B,0,80.83,1,0,16618,171108712,CLF4
2023-11-01 00:38:27.215251693+00:00,2023-11-01 00:38:27.214783095+00:00,0,1,78460,T,A,0,80.82,1,0,14091,171114527,CLF4
2023-11-01 00:38:33.393858298+00:00,2023-11-01 00:38:33.385728457+00:00,0,1,78460,T,B,0,80.82,1,0,13817,171115071,CLF4
2023-11-01 00:38:59.525473369+00:00,2023-11-01 00:38:59.525147993+00:00,0,1,78460,T,A,0,80.82,2,0,21385,171116786,CLF4
2023-11-01 00:39:15.111757999+00:00,2023-11-01 00:39:15.111433353+00:00,0,1,78460,T,B,0,80.84,2,0,16066,171118402,CLF4
2023-11-01 00:39:35.976419769+00:00,2023-11-01 00:39:35.976143645+00:00,0,1,78460,T,B,0,80.86,2,0,17221,171120456,CLF4
2023-11-01 00:40:19.487657560+00:00,2023-11-01 00:40:19.487302991+00:00,0,1,78460,T,A,0,80.82,2,0,16529,171125233,CLF4
2023-11-01 00:40:33.873719490+00:00,2023-11-01 00:40:33.872392047+00:00,0,1,78460,T,A,0,80.8,1,0,13768,171127817,CLF4
2023-11-01 00:40:40.921615306+00:00,2023-11-01 00:40:40.913071807+00:00,0,1,78460,T,A,0,80.79,1,0,13719,171130929,CLF4
2023-11-01 00:40:49.144730868+00:00,2023-11-01 00:40:49.136931855+00:00,0,1,78460,T,A,0,80.78,3,0,13567,171133359,CLF4
2023-11-01 00:40:54.951641690+00:00,2023-11-01 00:40:54.951321209+00:00,0,1,78460,T,B,0,80.79,2,0,16670,171135469,CLF4
2023-11-01 00:41:21.306010119+00:00,2023-11-01 00:41:21.305710703+00:00,0,1,78460,T,A,0,80.78,1,0,16621,171140204,CLF4
2023-11-01 00:41:52.199858006+00:00,2023-11-01 00:41:52.191109581+00:00,0,1,78460,T,A,0,80.77,1,0,14001,171143226,CLF4
2023-11-01 00:41:56.414660245+00:00,2023-11-01 00:41:56.414370921+00:00,0,1,78460,T,B,0,80.78,1,0,15811,171144805,CLF4
2023-11-01 00:42:03.653640895+00:00,2023-11-01 00:42:03.653404749+00:00,0,1,78460,T,A,0,80.77,1,0,16535,171147271,CLF4
2023-11-01 00:42:28.245495558+00:00,2023-11-01 00:42:28.241291407+00:00,0,1,78460,T,A,0,80.74,1,0,14531,171152626,CLF4
2023-11-01 00:42:28.245495558+00:00,2023-11-01 00:42:28.241291407+00:00,0,1,78460,T,A,0,80.73,3,0,14531,171152626,CLF4
2023-11-01 00:42:28.250081647+00:00,2023-11-01 00:42:28.243289287+00:00,0,1,78460,T,N,0,80.73,1,0,19408,171152948,CLF4
2023-11-01 00:42:28.283551924+00:00,2023-11-01 00:42:28.279285687+00:00,0,1,78460,T,B,0,80.73,1,0,16792,171155843,CLF4
2023-11-01 00:42:48.140283431+00:00,2023-11-01 00:42:48.139372521+00:00,0,1,78460,T,A,0,80.72,2,0,13548,171163502,CLF4
2023-11-01 00:42:49.107157808+00:00,2023-11-01 00:42:49.106876257+00:00,0,1,78460,T,A,0,80.71,1,0,16408,171165065,CLF4
2023-11-01 00:44:03.463054727+00:00,2023-11-01 00:44:03.462798669+00:00,0,1,78460,T,B,0,80.72,1,0,19194,171181955,CLF4
2023-11-01 00:44:11.688503138+00:00,2023-11-01 00:44:11.688170077+00:00,0,1,78460,T,B,0,80.72,1,0,16856,171182542,CLF4
2023-11-01 00:44:18.299990315+00:00,2023-11-01 00:44:18.299706585+00:00,0,1,78460,T,B,0,80.72,1,0,16477,171182920,CLF4
2023-11-01 00:44:18.309140949+00:00,2023-11-01 00:44:18.308672959+00:00,0,1,78460,T,B,0,80.73,4,0,16831,171182962,CLF4
2023-11-01 00:44:32.623323806+00:00,2023-11-01 00:44:32.623059155+00:00,0,1,78460,T,A,0,80.72,1,0,16887,171188483,CLF4
2023-11-01 00:44:37.176399268+00:00,2023-11-01 00:44:37.176147767+00:00,0,1,78460,T,A,0,80.71,1,0,16646,171190376,CLF4
2023-11-01 00:44:43.015686347+00:00,2023-11-01 00:44:43.015392103+00:00,0,1,78460,T,B,0,80.71,1,0,17038,171190987,CLF4
2023-11-01 00:44:53.969418348+00:00,2023-11-01 00:44:53.969139979+00:00,0,1,78460,T,B,0,80.72,1,0,17058,171192817,CLF4
2023-11-01 00:44:56.164638981+00:00,2023-11-01 00:44:56.164363095+00:00,0,1,78460,T,B,0,80.71,1,0,16194,171193384,CLF4
2023-11-01 00:45:00.230390332+00:00,2023-11-01 00:45:00.228408585+00:00,0,1,78460,T,A,0,80.7,3,0,14920,171194078,CLF4
2023-11-01 00:45:00.385293343+00:00,2023-11-01 00:45:00.385042465+00:00,0,1,78460,T,B,0,80.71,1,0,16597,171195239,CLF4
2023-11-01 00:45:00.504800172+00:00,2023-11-01 00:45:00.495447207+00:00,0,1,78460,T,N,0,80.69,1,0,14331,171195362,CLF4
2023-11-01 00:45:00.507556495+00:00,2023-11-01 00:45:00.498040111+00:00,0,1,78460,T,A,0,80.69,1,0,14010,171195547,CLF4
2023-11-01 00:45:00.663696268+00:00,2023-11-01 00:45:00.663445003+00:00,0,1,78460,T,B,0,80.71,1,0,16591,171196854,CLF4
2023-11-01 00:45:03.400024902+00:00,2023-11-01 00:45:03.399758677+00:00,0,1,78460,T,B,0,80.71,1,0,16962,171198280,CLF4
2023-11-01 00:45:32.846403888+00:00,2023-11-01 00:45:32.846105745+00:00,0,1,78460,T,B,0,80.71,1,0,17236,171205655,CLF4
2023-11-01 00:45:38.679738541+00:00,2023-11-01 00:45:38.679457221+00:00,0,1,78460,T,B,0,80.71,1,0,16865,171206685,CLF4
2023-11-01 00:45:39.265789307+00:00,2023-11-01 00:45:39.265071833+00:00,0,1,78460,T,B,0,80.72,3,0,14213,171207178,CLF4
2023-11-01 00:45:42.798250316+00:00,2023-11-01 00:45:42.797970391+00:00,0,1,78460,T,B,0,80.72,1,0,16584,171208065,CLF4
2023-11-01 00:47:01.185416073+00:00,2023-11-01 00:47:01.176247695+00:00,0,1,78460,T,B,0,80.73,1,0,16182,171212923,CLF4
2023-11-01 00:47:01.186054354+00:00,2023-11-01 00:47:01.176866081+00:00,0,1,78460,T,B,0,80.73,2,0,13813,171212974,CLF4
2023-11-01 00:47:44.250055385+00:00,2023-11-01 00:47:44.241597331+00:00,0,1,78460,T,B,0,80.72,1,0,14070,171221668,CLF4
2023-11-01 00:48:18.861476795+00:00,2023-11-01 00:48:18.861220395+00:00,0,1,78460,T,B,0,80.73,1,0,16715,171226692,CLF4
2023-11-01 00:49:24.283998792+00:00,2023-11-01 00:49:24.283709977+00:00,0,1,78460,T,A,0,80.73,1,0,17211,171235478,CLF4
2023-11-01 00:49:36.103615481+00:00,2023-11-01 00:49:36.103234967+00:00,0,1,78460,T,A,0,80.72,1,0,16501,171238093,CLF4
2023-11-01 00:49:36.104312538+00:00,2023-11-01 00:49:36.103618465+00:00,0,1,78460,T,A,0,80.72,5,0,13749,171238101,CLF4
2023-11-01 00:50:00.628825977+00:00,2023-11-01 00:50:00.628496843+00:00,0,1,78460,T,A,0,80.71,2,0,20367,171239639,CLF4
2023-11-01 00:50:36.664540384+00:00,2023-11-01 00:50:36.663046075+00:00,0,1,78460,T,A,0,80.71,1,0,15200,171241382,CLF4
2023-11-01 00:50:36.815495643+00:00,2023-11-01 00:50:36.815182653+00:00,0,1,78460,T,B,0,80.72,1,0,14050,171242180,CLF4
2023-11-01 00:50:47.028356848+00:00,2023-11-01 00:50:47.028085429+00:00,0,1,78460,T,B,0,80.71,1,0,16931,171245523,CLF4
2023-11-01 00:50:54.866054641+00:00,2023-11-01 00:50:54.865753259+00:00,0,1,78460,T,B,0,80.72,2,0,17300,171246159,CLF4
2023-11-01 00:50:59.119379174+00:00,2023-11-01 00:50:59.118770517+00:00,0,1,78460,T,A,0,80.69,3,0,13425,171248094,CLF4
2023-11-01 00:51:01.230664241+00:00,2023-11-01 00:51:01.229280767+00:00,0,1,78460,T,A,0,80.68,2,0,13777,171250166,CLF4
2023-11-01 00:51:01.653751223+00:00,2023-11-01 00:51:01.644294997+00:00,0,1,78460,T,A,0,80.67,1,0,13943,171251549,CLF4
2023-11-01 00:51:03.575844173+00:00,2023-11-01 00:51:03.575571429+00:00,0,1,78460,T,B,0,80.67,1,0,17261,171255502,CLF4
2023-11-01 00:51:35.221503665+00:00,2023-11-01 00:51:35.221229511+00:00,0,1,78460,T,B,0,80.65,2,0,18504,171264531,CLF4
2023-11-01 00:51:46.881676497+00:00,2023-11-01 00:51:46.881407617+00:00,0,1,78460,T,A,0,80.64,1,0,17151,171267851,CLF4
2023-11-01 00:52:20.366846467+00:00,2023-11-01 00:52:20.365386657+00:00,0,1,78460,T,B,0,80.65,1,0,13927,171275042,CLF4
2023-11-01 00:52:30.169100845+00:00,2023-11-01 00:52:30.168861533+00:00,0,1,78460,T,B,0,80.66,1,0,16888,171276413,CLF4
2023-11-01 00:52:30.177149663+00:00,2023-11-01 00:52:30.169103795+00:00,0,1,78460,T,B,0,80.66,2,0,16719,171276416,CLF4
2023-11-01 00:52:48.770348232+00:00,2023-11-01 00:52:48.769134083+00:00,0,1,78460,T,B,0,80.67,5,0,17570,171277629,CLF4
2023-11-01 00:52:57.438531304+00:00,2023-11-01 00:52:57.437425293+00:00,0,1,78460,T,B,0,80.68,2,0,16472,171280128,CLF4
2023-11-01 00:53:42.757262529+00:00,2023-11-01 00:53:42.750478085+00:00,0,1,78460,T,N,0,80.66,1,0,18009,171289270,CLF4
2023-11-01 00:53:42.757794112+00:00,2023-11-01 00:53:42.751065665+00:00,0,1,78460,T,A,0,80.66,1,0,14702,171289299,CLF4
2023-11-01 00:54:22.012088260+00:00,2023-11-01 00:54:22.011784857+00:00,0,1,78460,T,B,0,80.67,1,0,16338,171296407,CLF4
2023-11-01 00:54:22.024135816+00:00,2023-11-01 00:54:22.023884065+00:00,0,1,78460,T,B,0,80.67,1,0,17112,171296670,CLF4
2023-11-01 00:54:37.014530939+00:00,2023-11-01 00:54:37.014216593+00:00,0,1,78460,T,B,0,80.68,1,0,16014,171299603,CLF4
2023-11-01 00:55:01.013220369+00:00,2023-11-01 00:55:01.012916397+00:00,0,1,78460,T,B,0,80.68,1,0,16641,171306624,CLF4
2023-11-01 00:55:05.011039415+00:00,2023-11-01 00:55:05.010396361+00:00,0,1,78460,T,N,0,80.68,1,0,17251,171308331,CLF4
2023-11-01 00:55:05.026917423+00:00,2023-11-01 00:55:05.021846891+00:00,0,1,78460,T,A,0,80.67,1,0,13897,171308886,CLF4
2023-11-01 00:55:12.763247736+00:00,2023-11-01 00:55:12.762921361+00:00,0,1,78460,T,B,0,80.68,1,0,16967,171310810,CLF4
2023-11-01 00:55:17.260564853+00:00,2023-11-01 00:55:17.260289767+00:00,0,1,78460,T,A,0,80.68,1,0,17645,171312212,CLF4
2023-11-01 00:55:51.189444321+00:00,2023-11-01 00:55:51.181348871+00:00,0,1,78460,T,N,0,80.7,1,0,15194,171317394,CLF4
2023-11-01 00:55:51.189646137+00:00,2023-11-01 00:55:51.181570351+00:00,0,1,78460,T,B,0,80.7,1,0,14222,171317408,CLF4
2023-11-01 00:56:04.697803804+00:00,2023-11-01 00:56:04.697566845+00:00,0,1,78460,T,A,0,80.7,1,0,16009,171321043,CLF4
2023-11-01 00:57:02.628280089+00:00,2023-11-01 00:57:02.628006739+00:00,0,1,78460,T,A,0,80.71,1,0,16740,171329766,CLF4
2023-11-01 00:57:22.670235668+00:00,2023-11-01 00:57:22.669299521+00:00,0,1,78460,T,N,0,80.72,1,0,16044,171331716,CLF4
2023-11-01 00:58:29.280937521+00:00,2023-11-01 00:58:29.280203633+00:00,0,1,78460,T,N,0,80.72,1,0,17378,171341124,CLF4
2023-11-01 00:58:29.281007944+00:00,2023-11-01 00:58:29.280211569+00:00,0,1,78460,T,B,0,80.72,1,0,13888,171341131,CLF4
2023-11-01 00:58:57.190782172+00:00,2023-11-01 00:58:57.181889343+00:00,0,1,78460,T,N,0,80.72,3,0,14033,171345313,CLF4
2023-11-01 00:59:00.397853330+00:00,2023-11-01 00:59:00.397260975+00:00,0,1,78460,T,A,0,80.7,1,0,13502,171348245,CLF4
2023-11-01 00:59:15.328829607+00:00,2023-11-01 00:59:15.328348805+00:00,0,1,78460,T,A,0,80.68,1,128,17254,171353400,CLF4
2023-11-01 00:59:21.867197808+00:00,2023-11-01 00:59:21.866923379+00:00,0,1,78460,T,A,0,80.68,1,0,17145,171354051,CLF4
2023-11-01 00:59:26.776527103+00:00,2023-11-01 00:59:26.773230891+00:00,0,1,78460,T,B,0,80.7,1,0,17466,171354662,CLF4
2023-11-01 00:59:33.855460506+00:00,2023-11-01 00:59:33.854382311+00:00,0,1,78460,T,N,0,80.71,2,0,17291,171357093,CLF4
2023-11-01 01:00:00.626569448+00:00,2023-11-01 01:00:00.626070483+00:00,0,1,78460,T,N,0,80.7,1,0,17504,171368741,CLF4
2023-11-01 01:00:01.144039483+00:00,2023-11-01 01:00:01.143502587+00:00,0,1,78460,T,A,0,80.69,1,0,17170,171369638,CLF4
2023-11-01 01:00:03.279603204+00:00,2023-11-01 01:00:03.271101873+00:00,0,1,78460,T,N,0,80.71,1,0,14322,171376781,CLF4
2023-11-01 01:00:03.419612754+00:00,2023-11-01 01:00:03.418781745+00:00,0,1,78460,T,B,0,80.72,1,0,13809,171377440,CLF4
2023-11-01 01:00:03.430933914+00:00,2023-11-01 01:00:03.430223703+00:00,0,1,78460,T,B,0,80.72,1,0,13911,171377737,CLF4
2023-11-01 01:00:03.911230923+00:00,2023-11-01 01:00:03.909325951+00:00,0,1,78460,T,A,0,80.73,1,128,14048,171379028,CLF4
2023-11-01 01:00:04.023620997+00:00,2023-11-01 01:00:04.015548917+00:00,0,1,78460,T,A,0,80.73,1,0,17971,171380073,CLF4
2023-11-01 01:00:04.831869521+00:00,2023-11-01 01:00:04.831266889+00:00,0,1,78460,T,B,0,80.73,1,0,18927,171383427,CLF4
2023-11-01 01:00:04.935373396+00:00,2023-11-01 01:00:04.934674205+00:00,0,1,78460,T,N,0,80.74,1,0,18242,171384082,CLF4
2023-11-01 01:00:04.939127218+00:00,2023-11-01 01:00:04.935388163+00:00,0,1,78460,T,N,0,80.75,3,0,18372,171384344,CLF4
2023-11-01 01:00:04.943755341+00:00,2023-11-01 01:00:04.938317563+00:00,0,1,78460,T,A,0,80.74,3,0,14336,171384695,CLF4
2023-11-01 01:00:04.945170614+00:00,2023-11-01 01:00:04.938480901+00:00,0,1,78460,T,B,0,80.75,3,128,14016,171384800,CLF4
2023-11-01 01:00:04.954713806+00:00,2023-11-01 01:00:04.947821857+00:00,0,1,78460,T,A,0,80.73,2,0,14954,171385518,CLF4
2023-11-01 01:00:04.959598381+00:00,2023-11-01 01:00:04.952043711+00:00,0,1,78460,T,A,0,80.73,1,0,13702,171385892,CLF4
2023-11-01 01:00:05.071726364+00:00,2023-11-01 01:00:05.071366257+00:00,0,1,78460,T,B,0,80.74,1,0,15313,171387697,CLF4
2023-11-01 01:00:05.953258241+00:00,2023-11-01 01:00:05.953001495+00:00,0,1,78460,T,B,0,80.77,1,0,17085,171391737,CLF4
2023-11-01 01:00:06.005210345+00:00,2023-11-01 01:00:06.003809011+00:00,0,1,78460,T,A,0,80.78,1,0,14029,171393323,CLF4
2023-11-01 01:00:06.007761281+00:00,2023-11-01 01:00:06.006104475+00:00,0,1,78460,T,N,0,80.78,1,0,13917,171393519,CLF4
2023-11-01 01:00:06.008031062+00:00,2023-11-01 01:00:06.006394109+00:00,0,1,78460,T,B,0,80.78,1,0,13660,171393539,CLF4
2023-11-01 01:00:06.081260286+00:00,2023-11-01 01:00:06.081035149+00:00,0,1,78460,T,B,0,80.78,1,0,17390,171394222,CLF4
2023-11-01 01:00:06.081540791+00:00,2023-11-01 01:00:06.081317911+00:00,0,1,78460,T,B,0,80.78,1,0,17468,171394229,CLF4
2023-11-01 01:00:06.588096471+00:00,2023-11-01 01:00:06.587826729+00:00,0,1,78460,T,A,0,80.79,1,0,14029,171397297,CLF4
2023-11-01 01:00:06.916034439+00:00,2023-11-01 01:00:06.915795719+00:00,0,1,78460,T,B,0,80.8,1,0,17640,171398065,CLF4
2023-11-01 01:00:06.916340954+00:00,2023-11-01 01:00:06.916089007+00:00,0,1,78460,T,B,0,80.8,1,0,14477,171398080,CLF4
2023-11-01 01:00:07.086555542+00:00,2023-11-01 01:00:07.084973487+00:00,0,1,78460,T,A,0,80.78,1,0,13873,171398853,CLF4
2023-11-01 01:00:07.209392660+00:00,2023-11-01 01:00:07.208966383+00:00,0,1,78460,T,B,0,80.79,1,0,15220,171399869,CLF4
2023-11-01 01:00:07.209434990+00:00,2023-11-01 01:00:07.209217531+00:00,0,1,78460,T,B,0,80.79,1,0,16018,171399871,CLF4
2023-11-01 01:00:07.592028976+00:00,2023-11-01 01:00:07.590970749+00:00,0,1,78460,T,B,0,80.8,1,0,13419,171400991,CLF4
2023-11-01 01:00:07.631838574+00:00,2023-11-01 01:00:07.631615221+00:00,0,1,78460,T,B,0,80.8,1,0,17609,171401465,CLF4
2023-11-01 01:00:08.173042152+00:00,2023-11-01 01:00:08.172691565+00:00,0,1,78460,T,A,0,80.8,1,128,17225,171403298,CLF4
2023-11-01 01:00:08.195053766+00:00,2023-11-01 01:00:08.194785829+00:00,0,1,78460,T,B,0,80.81,1,0,17224,171403558,CLF4
2023-11-01 01:00:08.417609924+00:00,2023-11-01 01:00:08.417123965+00:00,0,1,78460,T,B,0,80.82,1,0,14063,171404384,CLF4
2023-11-01 01:00:08.559491497+00:00,2023-11-01 01:00:08.559050755+00:00,0,1,78460,T,A,0,80.81,1,0,13863,171405168,CLF4
2023-11-01 01:00:08.620859360+00:00,2023-11-01 01:00:08.619464807+00:00,0,1,78460,T,B,0,80.83,2,0,14258,171405644,CLF4
2023-11-01 01:00:08.953666715+00:00,2023-11-01 01:00:08.952719259+00:00,0,1,78460,T,A,0,80.82,1,0,17852,171407858,CLF4
2023-11-01 01:00:08.955497137+00:00,2023-11-01 01:00:08.954319235+00:00,0,1,78460,T,B,0,80.82,1,0,16934,171408005,CLF4
2023-11-01 01:00:08.955860400+00:00,2023-11-01 01:00:08.955502395+00:00,0,1,78460,T,B,0,80.82,1,0,13990,171408037,CLF4
2023-11-01 01:00:09.521560065+00:00,2023-11-01 01:00:09.513637617+00:00,0,1,78460,T,B,0,80.83,1,0,17334,171408744,CLF4
2023-11-01 01:00:09.521792644+00:00,2023-11-01 01:00:09.513777085+00:00,0,1,78460,T,B,0,80.83,1,0,14607,171408753,CLF4
2023-11-01 01:00:09.870975552+00:00,2023-11-01 01:00:09.862930895+00:00,0,1,78460,T,B,0,80.84,2,0,14393,171409348,CLF4
2023-11-01 01:00:09.880667094+00:00,2023-11-01 01:00:09.875087227+00:00,0,1,78460,T,A,0,80.84,1,0,13884,171410053,CLF4
2023-11-01 01:00:10.195988437+00:00,2023-11-01 01:00:10.195759193+00:00,0,1,78460,T,A,0,80.84,1,0,17386,171412317,CLF4
2023-11-01 01:00:10.767139695+00:00,2023-11-01 01:00:10.766791475+00:00,0,1,78460,T,B,0,80.85,1,0,14369,171413460,CLF4
2023-11-01 01:00:10.992044446+00:00,2023-11-01 01:00:10.991803273+00:00,0,1,78460,T,B,0,80.85,1,0,18059,171414563,CLF4
2023-11-01 01:00:11.396776783+00:00,2023-11-01 01:00:11.396521801+00:00,0,1,78460,T,B,0,80.85,1,0,17656,171415189,CLF4
2023-11-01 01:00:11.404562022+00:00,2023-11-01 01:00:11.398744449+00:00,0,1,78460,T,B,0,80.85,1,0,13726,171415215,CLF4
2023-11-01 01:00:11.404622691+00:00,2023-11-01 01:00:11.398750995+00:00,0,1,78460,T,B,0,80.85,1,0,13890,171415219,CLF4
2023-11-01 01:00:11.406976100+00:00,2023-11-01 01:00:11.406026287+00:00,0,1,78460,T,N,0,80.85,1,0,17546,171415350,CLF4
2023-11-01 01:00:11.828016102+00:00,2023-11-01 01:00:11.827746255+00:00,0,1,78460,T,B,0,80.85,1,0,17732,171415738,CLF4
2023-11-01 01:00:11.910448304+00:00,2023-11-01 01:00:11.910168783+00:00,0,1,78460,T,A,0,80.84,1,0,17307,171415946,CLF4
2023-11-01 01:00:13.588423208+00:00,2023-11-01 01:00:13.588194563+00:00,0,1,78460,T,A,0,80.77,1,0,17788,171423269,CLF4
2023-11-01 01:00:15.179400873+00:00,2023-11-01 01:00:15.179014705+00:00,0,1,78460,T,B,0,80.75,1,0,15289,171428344,CLF4
2023-11-01 01:00:20.558229977+00:00,2023-11-01 01:00:20.557845449+00:00,0,1,78460,T,B,0,80.75,1,0,13897,171437009,CLF4
2023-11-01 01:00:20.568805438+00:00,2023-11-01 01:00:20.559057333+00:00,0,1,78460,T,B,0,80.76,1,0,13979,171437158,CLF4
2023-11-01 01:00:20.579195167+00:00,2023-11-01 01:00:20.574599895+00:00,0,1,78460,T,B,0,80.77,1,0,13835,171437950,CLF4
2023-11-01 01:00:21.135042717+00:00,2023-11-01 01:00:21.134032239+00:00,0,1,78460,T,B,0,80.78,1,0,14366,171440683,CLF4
2023-11-01 01:00:21.154245219+00:00,2023-11-01 01:00:21.153214365+00:00,0,1,78460,T,N,0,80.79,1,0,13784,171441573,CLF4
2023-11-01 01:00:21.437226496+00:00,2023-11-01 01:00:21.436589665+00:00,0,1,78460,T,A,0,80.79,1,0,13391,171443439,CLF4
2023-11-01 01:00:30.376533997+00:00,2023-11-01 01:00:30.370151149+00:00,0,1,78460,T,A,0,80.78,2,0,13890,171451542,CLF4
2023-11-01 01:00:30.805727111+00:00,2023-11-01 01:00:30.801085559+00:00,0,1,78460,T,B,0,80.79,2,0,14729,171452673,CLF4
2023-11-01 01:00:31.157421896+00:00,2023-11-01 01:00:31.156956551+00:00,0,1,78460,T,A,0,80.8,1,0,13718,171455103,CLF4
2023-11-01 01:00:36.287811532+00:00,2023-11-01 01:00:36.279532535+00:00,0,1,78460,T,B,0,80.8,1,0,13822,171458811,CLF4
2023-11-01 01:00:36.295524606+00:00,2023-11-01 01:00:36.289229011+00:00,0,1,78460,T,B,0,80.81,1,0,13409,171459314,CLF4
2023-11-01 01:00:36.297232145+00:00,2023-11-01 01:00:36.291467343+00:00,0,1,78460,T,A,0,80.8,1,0,13908,171459433,CLF4
2023-11-01 01:00:40.041451660+00:00,2023-11-01 01:00:40.041110761+00:00,0,1,78460,T,A,0,80.8,1,0,18383,171461102,CLF4
2023-11-01 01:00:45.672870756+00:00,2023-11-01 01:00:45.664569279+00:00,0,1,78460,T,B,0,80.81,1,0,16391,171466228,CLF4
2023-11-01 01:00:45.672976922+00:00,2023-11-01 01:00:45.664580613+00:00,0,1,78460,T,N,0,80.81,1,0,13616,171466237,CLF4
2023-11-01 01:00:45.877728910+00:00,2023-11-01 01:00:45.877327037+00:00,0,1,78460,T,A,0,80.82,1,0,17673,171468983,CLF4
2023-11-01 01:00:45.953279298+00:00,2023-11-01 01:00:45.952967749+00:00,0,1,78460,T,B,0,80.83,1,0,17347,171469253,CLF4
2023-11-01 01:00:48.102253574+00:00,2023-11-01 01:00:48.094331773+00:00,0,1,78460,T,A,0,80.81,2,0,13422,171472243,CLF4
2023-11-01 01:00:52.231836624+00:00,2023-11-01 01:00:52.231320573+00:00,0,1,78460,T,B,0,80.82,1,0,13333,171475283,CLF4
2023-11-01 01:00:52.242089986+00:00,2023-11-01 01:00:52.232791737+00:00,0,1,78460,T,B,0,80.83,2,0,13552,171475436,CLF4
2023-11-01 01:01:00.193456363+00:00,2023-11-01 01:01:00.184451427+00:00,0,1,78460,T,B,0,80.81,1,0,15662,171483429,CLF4
2023-11-01 01:01:01.529557074+00:00,2023-11-01 01:01:01.523750153+00:00,0,1,78460,T,A,0,80.8,1,0,13714,171486248,CLF4
2023-11-01 01:01:05.716942550+00:00,2023-11-01 01:01:05.712816401+00:00,0,1,78460,T,B,0,80.8,1,0,14283,171492321,CLF4
2023-11-01 01:01:07.469196090+00:00,2023-11-01 01:01:07.460793827+00:00,0,1,78460,T,A,0,80.79,1,0,17572,171495513,CLF4
2023-11-01 01:01:11.927634267+00:00,2023-11-01 01:01:11.927307829+00:00,0,1,78460,T,B,0,80.81,1,0,13808,171498566,CLF4
2023-11-01 01:01:11.935958585+00:00,2023-11-01 01:01:11.927475699+00:00,0,1,78460,T,B,0,80.81,1,0,13711,171498579,CLF4
2023-11-01 01:01:12.592129054+00:00,2023-11-01 01:01:12.583478799+00:00,0,1,78460,T,A,0,80.82,1,0,13210,171502602,CLF4
2023-11-01 01:01:32.016217261+00:00,2023-11-01 01:01:32.015845223+00:00,0,1,78460,T,A,0,80.81,1,0,13893,171514569,CLF4
2023-11-01 01:01:38.807688284+00:00,2023-11-01 01:01:38.806931919+00:00,0,1,78460,T,B,0,80.81,2,0,14422,171521534,CLF4
2023-11-01 01:01:44.657705+00:00,2023-11-01 01:01:44.657432789+00:00,0,1,78460,T,B,0,80.83,1,0,17171,171527419,CLF4
2023-11-01 01:02:00.941909045+00:00,2023-11-01 01:02:00.941606613+00:00,0,1,78460,T,A,0,80.79,1,0,19459,171535604,CLF4
2023-11-01 01:02:10.664935863+00:00,2023-11-01 01:02:10.662760421+00:00,0,1,78460,T,B,0,80.82,1,0,16858,171544068,CLF4
2023-11-01 01:02:23.542979388+00:00,2023-11-01 01:02:23.542516117+00:00,0,1,78460,T,A,0,80.85,1,0,17576,171555214,CLF4
2023-11-01 01:02:25.270716938+00:00,2023-11-01 01:02:25.262030653+00:00,0,1,78460,T,B,0,80.87,3,0,14419,171556996,CLF4
